text,label
"At the end of 2020, we started a study on climate-related substitution and the carbon storage effects of our products with two research institutes, the German IFEU and the Finnish Environment institute (SYKE).",no
"Costs associated with emission quotas, determined on the basis of the market prices, are recognised in relation to the amounts of the carbon dioxide emissions that exceed free allowances.",no
"To reduce or exclude the release of active ingredi- ents into the environment, we take further action in our production facilities.",yes
"We're absolutely -- in terms of ultimate goals, we're trying to push this well beyond 10% recovery.",no
The completion dates still must be by the middle of '13.,no
"With this information, our teams identify when, where, and whether there will be positive or negative impacts on our future productivity so we can propose actions in the short term and mitigate risks.",no
"In July 2015, the MPUC approved NSP-Minnesota’s 2014 CIP electric and natural gas financial incentives totaling $40.1 million and $5.8 million, respectively. •",no
"In Retail, we diverted 99.9% of waste from landfill, up from 99.0% the previous year.",yes
"To realize our vision for smart agriculture, we are improving integration between KSAS, autonomous tractors and other farm machinery to minimize the cost and environmental loads of farming.",yes
We've looked at the external factors that could affect us and believe very strongly that we'll be within the range of $5.9 million to $6.4 million on end-user sales of XIAFLEX.,no
There are absolutely parts of that business where we have defensible competitively advantage businesses and then there are parts of it where we don't.,no
"75 I Degree of fulfilment of commitments _ Risks and opportunities of the climate emergency Other emissions Global emissions in 2019 were as follows: NOx, 1,673 tonnes; SOx, 193 tonnes; PM10, 74 tonnes and SF6, 0.059 tonnes.",no
"So as we break down the platforms, keep in mind or take it with a grain of salt that business integration and analytics and even portal are kind of hard to separate out - often you’re doing all three.",no
"Oh, the decline, yes, that's almost entirely -- it's entirely related to gas price declines.",no
Other information Outreach and academic research Climate and sustainability-related memberships AXA supports various initiatives related to climate change and environmental protection.,yes
"With our full awareness of the current energy transition process, we place much emphasis on the investments we make in innovation.",no
